Title,Author,Genre,Link,Updates,Views,Subscribers,Rating,Age Rating,Status
Shriek,Various Artists,Thriller,https://www.webtoons.com/en/thriller/shriek/list?title_no=772,COMPLETED,29M,384688,9.75,N/A,N/A
Subtle Disaster,SUNGHO AN,Drama,https://www.webtoons.com/en/drama/subtle-disaster/list?title_no=350,COMPLETED,3.6M,53554,9.4,N/A,N/A
The Red Book,RD,Horror,https://www.webtoons.com/en/horror/the-red-book/list?title_no=467,COMPLETED,18.8M,283248,8.86,N/A,N/A
The Stories of Those Around Me,OMYO,Romance,https://www.webtoons.com/en/romance/the-stories-of-those-around-me/list?title_no=96,COMPLETED,17.8M,265846,9.66,N/A,N/A
10th Dimension Boys,Cutbu,Comedy,https://www.webtoons.com/en/comedy/10th-dimension-boys/list?title_no=71,COMPLETED,31.5M,118501,9.33,N/A,N/A
SHADOW,yunuji,Superhero,https://www.webtoons.com/en/super-hero/shadow/list?title_no=281,COMPLETED,4M,192977,9.41,N/A,N/A
Safely Endangered,Chris McCoy,Comedy,https://www.webtoons.com/en/comedy/safely-endangered/list?title_no=352,COMPLETED,434M,1.1M,9.56,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
IF,Keon Tan,Action,https://www.webtoons.com/en/action/if/list?title_no=1925,COMPLETED,4.8M,147502,9.04,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
Re-Possessed,Yishan Li,Drama,https://www.webtoons.com/en/drama/re-possessed/list?title_no=3760,COMPLETED,1.4M,67738,9,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Religiously Gay,Snotprince,Romance,https://www.webtoons.com/en/romance/religiously-gay/list?title_no=2746,COMPLETED,4M,99460,6.15,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Unstable,Pink_Alien,Supernatural,https://www.webtoons.com/en/supernatural/unstable/list?title_no=4092,COMPLETED,1.6M,73244,8.86,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
Chunshik the Old Newbie,gegegek,Comedy,https://www.webtoons.com/en/comedy/chunshik-the-old-newbie/list?title_no=5259,COMPLETED,1.6M,46717,8.88,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
The Iluvian Cycle,Tony Karnowski,Comedy,https://www.webtoons.com/en/comedy/the-iluvian-cycle/list?title_no=4433,COMPLETED,1.9M,74830,9.03,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Eyes,Jeong Summer,Fantasy,https://www.webtoons.com/en/fantasy/eyes/list?title_no=3386,COMPLETED,2.4M,52068,9.65,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Da Yomanville Gang,Jason King,Drama,https://www.webtoons.com/en/drama/da-yomanville-gang/list?title_no=1578,COMPLETED,21.9M,236853,9.14,N/A,N/A
Four Leaf,Lumaga,Fantasy,https://www.webtoons.com/en/fantasy/four-leaf/list?title_no=1454,COMPLETED,16M,239671,9.71,N/A,N/A
Of What Remains,Sillvi Studios,Thriller,https://www.webtoons.com/en/thriller/of-what-remains/list?title_no=2720,COMPLETED,2.1M,100947,9.68,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
Console Her,AICandii,Romance,https://www.webtoons.com/en/romance/console-her/list?title_no=3054,COMPLETED,2.5M,87927,8.85,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Love Stories,Mai Hirschfeld_,Romance,https://www.webtoons.com/en/romance/love-stories/list?title_no=5434,COMPLETED,549197,48820,7.04,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Trailer Park Warlock,Matthew J. Rainwater,Comedy,https://www.webtoons.com/en/comedy/trailer-park-warlock/list?title_no=1512,COMPLETED,7.3M,107187,9.35,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
Wumpus Wonderventures:Discord Webcomic,Merryweather,Fantasy,https://www.webtoons.com/en/fantasy/wumpus-wonderventures-discord-webcomic/list?title_no=5291,COMPLETED,6.3M,297428,9.76,N/A,N/A
Katarina,Riot Forge,Fantasy,https://www.webtoons.com/en/fantasy/katarina/list?title_no=5296,COMPLETED,1.3M,82779,9.48,N/A,N/A
Super Awkward Man,Pixzzo,Comedy,https://www.webtoons.com/en/comedy/super-awkward-man/list?title_no=2972,COMPLETED,2.5M,102934,9.54,N/A,N/A
Lavender Jack,Dan Schkade,Superhero,https://www.webtoons.com/en/super-hero/lavender-jack/list?title_no=1410,COMPLETED,6.1M,119993,9.58,N/A,N/A
Legends of Silica,Brian Edward Miller,Fantasy,https://www.webtoons.com/en/fantasy/legends-of-silica/list?title_no=4316,COMPLETED,904408,54281,9.25,N/A,N/A
Outrage,Fabian Nicieza,Superhero,https://www.webtoons.com/en/super-hero/outrage/list?title_no=1450,COMPLETED,7M,237699,9.33,N/A,N/A
My Dictator Boyfriend,Teo,Comedy,https://www.webtoons.com/en/comedy/my-dictator-boyfriend/list?title_no=1391,COMPLETED,48.7M,277105,8.98,N/A,N/A
Elf & Warrior,AC Stuart,Fantasy,https://www.webtoons.com/en/fantasy/elf-and-warrior/list?title_no=908,COMPLETED,29.5M,238624,9.68,N/A,N/A
The Wolfman of Wulvershire,K. Oliver,Mystery,https://www.webtoons.com/en/mystery/the-wolfman-of-wulvershire/list?title_no=1784,COMPLETED,16.7M,360045,9.52,N/A,N/A
Murrz,Murrz,Slice of life,https://www.webtoons.com/en/slice-of-life/murrz/list?title_no=1281,COMPLETED,236.4M,781645,9.66,N/A,N/A
Eternals: The 500 Year War,Marvel,Superhero,https://www.webtoons.com/en/super-hero/eternals-500-year-war/list?title_no=3916,COMPLETED,1.1M,165550,7.37,N/A,N/A
Small World,Wonsun Jin,Slice of life,https://www.webtoons.com/en/slice-of-life/small-world/list?title_no=1159,COMPLETED,272.4M,879437,9.53,N/A,N/A
The World Where I Belong,GMOW,Supernatural,https://www.webtoons.com/en/supernatural/the-world-where-i-belong/list?title_no=1318,COMPLETED,9.6M,336505,9.53,N/A,N/A
Cape of Spirits,Kris Nguyen,Action,https://www.webtoons.com/en/action/cape-of-spirits/list?title_no=1559,COMPLETED,23.3M,521683,9.47,N/A,N/A
Waffles & Pancakes,DT Saranya,Slice of life,https://www.webtoons.com/en/slice-of-life/waffles-and-pancakes/list?title_no=1310,COMPLETED,73.9M,206559,9.61,N/A,N/A
Phantom Paradise,Rurisen (L. Zhu),Fantasy,https://www.webtoons.com/en/fantasy/phantom-paradise/list?title_no=1250,COMPLETED,45.4M,638993,9.47,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
Eggnoid,Archie the Redcat,Sci-fi,https://www.webtoons.com/en/sf/eggnoid/list?title_no=1229,COMPLETED,210.5M,1.4M,9.64,N/A,N/A
Sword Interval,Benjamin Fleuter,Supernatural,https://www.webtoons.com/en/supernatural/sword-interval/list?title_no=486,COMPLETED,24.6M,147379,9.64,N/A,N/A
Cupid's Arrows,Thomas F. Zahler,Romance,https://www.webtoons.com/en/romance/cupids-arrows/list?title_no=1538,COMPLETED,4M,93345,9.27,N/A,N/A
Wolfsbane,Ryan Cady,Horror,https://www.webtoons.com/en/horror/wolfsbane/list?title_no=1826,COMPLETED,1.5M,77051,9.69,N/A,N/A
Cat Loaf Adventures,kyutepastry,Slice of life,https://www.webtoons.com/en/slice-of-life/cat-loaf-adventures/list?title_no=1381,COMPLETED,25.9M,339116,9.6,N/A,N/A
Catharsis,Ahniki,Fantasy,https://www.webtoons.com/en/fantasy/catharsis/list?title_no=396,COMPLETED,63M,648730,9.56,N/A,N/A
Dents,Beth Behrs & Matt Doyle,Sci-fi,https://www.webtoons.com/en/sf/dents/list?title_no=671,COMPLETED,12.8M,255605,9.46,N/A,N/A
FINALITY,Warren Ellis,Mystery,https://www.webtoons.com/en/mystery/finality/list?title_no=1457,COMPLETED,357102,34608,8.07,N/A,N/A
Lorna,Benji Nate,Slice of life,https://www.webtoons.com/en/slice-of-life/lorna/list?title_no=1284,COMPLETED,4.5M,56119,8.47,N/A,N/A
Warning Label,Thomas F. Zahler,Romance,https://www.webtoons.com/en/romance/warning-label/list?title_no=1051,COMPLETED,7.2M,135614,8.94,N/A,N/A
Late Bloomer,zealforart,Romance,https://www.webtoons.com/en/romance/late-bloomer/list?title_no=988,COMPLETED,16.1M,325645,9.25,N/A,N/A
Heroine Chic,David Tischman,Superhero,https://www.webtoons.com/en/super-hero/heroine-chic/list?title_no=561,COMPLETED,24.9M,273907,8.91,N/A,N/A
Dragnarok,KPJ,Fantasy,https://www.webtoons.com/en/fantasy/dragnarok/list?title_no=1018,COMPLETED,10.7M,364650,9.47,N/A,N/A
Illusions of Adulting,Sara Zimmerman/Unearthed Comics,Slice of life,https://www.webtoons.com/en/slice-of-life/illusions-of-adulting/list?title_no=922,COMPLETED,5.1M,76754,5.94,N/A,N/A
All That You Are,Brayden Sato,Drama,https://www.webtoons.com/en/drama/all-that-you-are/list?title_no=403,COMPLETED,1.7M,50043,9.21,N/A,N/A
Gepetto,Jewon Yeon,Sci-fi,https://www.webtoons.com/en/sf/gepetto/list?title_no=81,COMPLETED,15.2M,172694,9.78,N/A,N/A
Under the Aegis,VIMEDDIEE,Fantasy,https://www.webtoons.com/en/fantasy/under-the-aegis/list?title_no=436,COMPLETED,11.6M,93432,9.75,N/A,N/A
Friday: Forbidden Tales,BAE jin soo,Thriller,https://www.webtoons.com/en/thriller/friday/list?title_no=388,COMPLETED,14.2M,196518,9.2,N/A,N/A
UndeadEd,Boredman,Supernatural,https://www.webtoons.com/en/supernatural/undeaded/list?title_no=468,COMPLETED,29.5M,141148,9.69,N/A,N/A
LESSA,POGO,Action,https://www.webtoons.com/en/action/lessa/list?title_no=89,COMPLETED,12.4M,228696,9.73,N/A,N/A
Smile Brush: My Old Pictures,waroo,Slice of life,https://www.webtoons.com/en/slice-of-life/smile-brush-my-old-pictures/list?title_no=302,COMPLETED,6M,84678,9.68,N/A,N/A
Midnight Rhapsody,Wony,Slice of life,https://www.webtoons.com/en/slice-of-life/midnight-rhapsody/list?title_no=116,COMPLETED,3M,31310,9.13,N/A,N/A
Gecko Chan,Meritxell Garcia,Comedy,https://www.webtoons.com/en/comedy/gecko-chan/list?title_no=2717,COMPLETED,4.2M,88965,9.12,N/A,N/A
Soul Gear,Tovon,Action,https://www.webtoons.com/en/action/soul-gear/list?title_no=4473,COMPLETED,1.8M,55514,8.75,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
Simon Sues,Myung Hee,Supernatural,https://www.webtoons.com/en/supernatural/simon-sues/list?title_no=1619,COMPLETED,5.5M,156847,9.12,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
Do You Remember,Mallowboo,Mystery,https://www.webtoons.com/en/mystery/do-you-remember/list?title_no=2882,COMPLETED,1.2M,46507,9.01,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
The Eagle and the Snake,Angel Tovar,Action,https://www.webtoons.com/en/action/the-eagle-and-the-snake/list?title_no=2819,COMPLETED,5.2M,151725,9.5,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
To Face the Tiger,Crazy Rabbit,Fantasy,https://www.webtoons.com/en/fantasy/to-face-the-tiger/list?title_no=4155,COMPLETED,420535,36870,8.56,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Skullgirls,Mike Exner III,Action,https://www.webtoons.com/en/action/skullgirls/list?title_no=2734,COMPLETED,4.3M,204981,9.78,This series is rated Young Adult. Please review the Content Ratings page for more information.,Skullgirls will return!
Warhaven: Vengeful,Sehoon Kim,Action,https://www.webtoons.com/en/action/warhaven-vengeful/list?title_no=5724,COMPLETED,251088,31236,7.91,N/A,N/A
Luggage,zealforart,Fantasy,https://www.webtoons.com/en/fantasy/luggage/list?title_no=1642,COMPLETED,2.6M,81908,8.42,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Romance Punch,Galang Larope,Comedy,https://www.webtoons.com/en/comedy/romance-punch/list?title_no=3360,COMPLETED,1.5M,70175,9.28,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
Gates of Hell,Dennis Culver,Thriller,https://www.webtoons.com/en/thriller/gates-of-hell/list?title_no=2760,COMPLETED,1.7M,77564,8.18,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
GANDA: Night Defender,Nikki Dibya Wardhana,Action,https://www.webtoons.com/en/action/ganda-night-defender/list?title_no=4116,COMPLETED,514191,46080,9.63,N/A,N/A
Traveler,T Campbell,Superhero,https://www.webtoons.com/en/super-hero/traveler/list?title_no=3205,COMPLETED,262048,20581,7.91,N/A,N/A
Atelier on the Sunflower Hill,Roctis Tray,Fantasy,https://www.webtoons.com/en/fantasy/atelier-on-the-sunflower-hill/list?title_no=2883,COMPLETED,2.8M,159859,9.24,N/A,N/A
ㄴㅇㄹㅇㄴㄹ,LOZOLZ,Informative,https://www.webtoons.com/en/tiptoon/lozolz/list?title_no=1268,COMPLETED,6.5M,105496,8.81,N/A,N/A
Denma,Youngsoon Yang,Sci-fi,https://www.webtoons.com/en/sf/denma/list?title_no=921,COMPLETED,26.5M,84357,8.95,N/A,N/A
Strawberry Seafoam,Bryan Golden,Fantasy,https://www.webtoons.com/en/fantasy/strawberry-seafoam/list?title_no=1248,COMPLETED,27.2M,384287,9.28,N/A,N/A
The Masked Fables,Ebae Kim,Fantasy,https://www.webtoons.com/en/fantasy/the-masked-fables/list?title_no=2384,COMPLETED,3.2M,140102,9.39,N/A,N/A
Thornstone,Vicente Miranda,Fantasy,https://www.webtoons.com/en/fantasy/thornstone/list?title_no=1612,COMPLETED,4.5M,73577,9.09,N/A,N/A
Supersonic Girl,Sandra Diaz,Superhero,https://www.webtoons.com/en/super-hero/supersonic-girl/list?title_no=633,COMPLETED,13.1M,222890,9.09,N/A,N/A
The Red Hook: Blackout & PTSD,Dean Haspiel,Superhero,https://www.webtoons.com/en/super-hero/the-red-hook-blackout/list?title_no=2282,COMPLETED,239688,21735,7.21,N/A,N/A
Athena Complex,Kaisar,Fantasy,https://www.webtoons.com/en/fantasy/athena-complex/list?title_no=867,COMPLETED,44.2M,563517,9.52,N/A,N/A
DON'T HATE,Pink_Alien,Comedy,https://www.webtoons.com/en/comedy/dont-hate/list?title_no=1574,COMPLETED,38M,262936,9.35,N/A,N/A
ROB,Richard Dinnick,Fantasy,https://www.webtoons.com/en/fantasy/rob/list?title_no=2479,COMPLETED,531185,54595,8.73,N/A,N/A
WEBTOON GREENLiGHT,WEBTOON,Fantasy,https://www.webtoons.com/en/fantasy/webtoon-greenlight/list?title_no=1988,COMPLETED,16.3M,712478,9.6,N/A,N/A
As Per Usual,Dami Lee,Slice of life,https://www.webtoons.com/en/slice-of-life/as-per-usual/list?title_no=599,COMPLETED,118.5M,489787,9.42,N/A,N/A
Saphie: The One-Eyed Cat,joho,Slice of life,https://www.webtoons.com/en/slice-of-life/saphie-one-eyed-cat/list?title_no=670,COMPLETED,152M,657397,9.8,N/A,N/A
Falling in the Blue,SimzArt,Sci-fi,https://www.webtoons.com/en/sf/falling-in-the-blue/list?title_no=2291,COMPLETED,1M,85640,9.27,N/A,N/A
dustinteractive,Dustin Rogers,Comedy,https://www.webtoons.com/en/comedy/dustinteractive/list?title_no=907,COMPLETED,106.3M,326422,9.33,N/A,N/A
New Normal: Class 8,Youngpaka,Drama,https://www.webtoons.com/en/drama/new-normal-class-8/list?title_no=100,COMPLETED,42M,236319,9.51,N/A,N/A
Soul on Hold,Austen Marie,Supernatural,https://www.webtoons.com/en/supernatural/soul-on-hold/list?title_no=1701,COMPLETED,10.7M,258899,9.62,N/A,N/A
Skate!!! Fire 100,Mallowboo,Sports,https://www.webtoons.com/en/sports/skate-fire-100/list?title_no=1674,COMPLETED,2.2M,79853,9.63,N/A,N/A
S.I.D.,Sadaham,Supernatural,https://www.webtoons.com/en/supernatural/sid/list?title_no=497,COMPLETED,28.2M,296422,9.68,N/A,N/A
The Red Hook: STARCROSS,Dean Haspiel,Superhero,https://www.webtoons.com/en/super-hero/star-cross/list?title_no=1599,COMPLETED,292583,19696,7.13,N/A,N/A
The Red Hook: War Cry,Dean Haspiel,Superhero,https://www.webtoons.com/en/super-hero/war-cry/list?title_no=1247,COMPLETED,782900,28920,7.13,N/A,N/A
The Red Hook,Dean Haspiel,Superhero,https://www.webtoons.com/en/super-hero/the-red-hook/list?title_no=643,COMPLETED,1.2M,36946,8.06,N/A,N/A
Lunarbaboon,Lunarbaboon,Slice of life,https://www.webtoons.com/en/slice-of-life/lunarbaboon/list?title_no=523,COMPLETED,67M,190814,9.66,N/A,N/A
The Sound of Your Heart,Cho Seok,Comedy,https://www.webtoons.com/en/comedy/the-sound-of-your-heart/list?title_no=269,COMPLETED,33.8M,157341,9.57,N/A,N/A
UnderPrin,smbryms,Supernatural,https://www.webtoons.com/en/supernatural/underprin/list?title_no=78,COMPLETED,64.4M,611011,9.27,N/A,N/A
Brothers Bond,Kevin Grevioux,Action,https://www.webtoons.com/en/action/brothersbond/list?title_no=1458,COMPLETED,2.4M,141314,8.99,N/A,N/A
XINK3R,CHU KWON,Superhero,https://www.webtoons.com/en/super-hero/xinker/list?title_no=541,COMPLETED,13.3M,123151,9.28,N/A,N/A
Haxor,Walter Ostlie,Sci-fi,https://www.webtoons.com/en/sf/haxor/list?title_no=1325,COMPLETED,2M,97393,9.1,N/A,N/A
Version Day and Night,dewkneelight,Drama,https://www.webtoons.com/en/drama/version-day-and-night/list?title_no=1796,COMPLETED,10.8M,465363,9.48,N/A,N/A
Varsity Noir,Kate Glasheen,Mystery,https://www.webtoons.com/en/mystery/varsity-noir/list?title_no=1613,COMPLETED,1.4M,54554,9.47,N/A,N/A
Magician,Serae Kim,Fantasy,https://www.webtoons.com/en/fantasy/magician/list?title_no=70,COMPLETED,41.5M,201237,9.66,N/A,N/A
Doodle for Food,Megan McKay,Slice of life,https://www.webtoons.com/en/slice-of-life/doodle-for-food/list?title_no=487,COMPLETED,54.4M,184924,9.44,N/A,N/A
HAPI BUNI,Ryan Pagelow,Comedy,https://www.webtoons.com/en/comedy/hapi-buni/list?title_no=362,COMPLETED,49.7M,188114,9.52,N/A,N/A
Staying Healthy Together,Various Artists,Informative,https://www.webtoons.com/en/tiptoon/staying-healthy-together/list?title_no=1963,COMPLETED,16M,199491,9.72,N/A,N/A
Messenger,Paul Tobin,Fantasy,https://www.webtoons.com/en/fantasy/messenger/list?title_no=1382,COMPLETED,5.9M,97399,9.25,N/A,N/A
Behind the GIFs,AC Stuart,Comedy,https://www.webtoons.com/en/comedy/behind-the-gifs/list?title_no=658,COMPLETED,119.9M,334909,9.49,N/A,N/A
Acursian,John Barrowman,Supernatural,https://www.webtoons.com/en/supernatural/acursian/list?title_no=1452,COMPLETED,573969,57462,7.19,N/A,N/A
Spirits,Joseph Grabowski,Fantasy,https://www.webtoons.com/en/fantasy/spirits-re/list?title_no=1348,COMPLETED,1.7M,58567,9.16,N/A,N/A
New Life Project,Cherng,Comedy,https://www.webtoons.com/en/comedy/new-life-project/list?title_no=279,COMPLETED,1.9M,18317,8.4,N/A,N/A
Firebrand,Jessica Chobot& Erika Lewis,Supernatural,https://www.webtoons.com/en/supernatural/firebrand/list?title_no=877,COMPLETED,5M,166027,8.88,N/A,N/A
Heartwired,Rod Hannah,Sci-fi,https://www.webtoons.com/en/sf/heartwired/list?title_no=1539,COMPLETED,2.2M,119863,9.16,N/A,N/A
Metaphorical HER,James Maddox,Drama,https://www.webtoons.com/en/drama/metaphorical-her/list?title_no=1475,COMPLETED,1.4M,60114,8.98,N/A,N/A
Just for Kicks,Josie Fox,Slice of life,https://www.webtoons.com/en/slice-of-life/just-for-kicks/list?title_no=1152,COMPLETED,27.8M,254921,9.62,N/A,N/A
Bite Me,AffectedMind,Thriller,https://www.webtoons.com/en/thriller/bite-me/list?title_no=1019,COMPLETED,36.5M,432820,8.24,N/A,N/A
Caster,Common,Action,https://www.webtoons.com/en/action/caster/list?title_no=1461,COMPLETED,903999,52299,9.02,N/A,N/A
Alice Elise,Nicky Soh,Fantasy,https://www.webtoons.com/en/fantasy/alice-elise/list?title_no=1481,COMPLETED,1.3M,59073,8.91,N/A,N/A
Backchannel,Stan Lee,Superhero,https://www.webtoons.com/en/super-hero/backchannel/list?title_no=1456,COMPLETED,2.1M,148961,9.62,N/A,N/A
